"SCHOOLID","Public","TCSHORT","STRATIO","STIDSTD","Female","LangAtHome","PARED","HOMEPOS","IMMIG","PV1MATH","cycle"
259,1,-1.203,9.538,5131,0,1,9,-0.3009,1,336.9216,6
142,1,0.263,16.078,2793,0,1,16,2.048,1,654.9618,6
65,1,0.602,12.502,1309,1,1,12,2.048,1,530.0203,6
198,1,-0.1474,19.1603,3964,1,1,15,0.8223,1,491.2292,6
15,1,1.4752,15.9335,313,0,0,9,-0.8142,0,515.7657,6
25,1,-1.203,14.419,547,0,1,16,1.2493,1,339.9595,6
162,1,1.355,10.8,3247,0,1,12,-2.0408,1,364.2623,6
112,1,0.764,10.784,2260,1,0,0,-0.046,0,354.5256,6
114,1,-1.203,15.615,2284,1,1,12,2.048,1,596.3857,6
141,1,0.066,22.146,2790,1,1,16,-0.046,1,547.3127,6
106,1,-0.516,10.81,2119,1,1,12,0.2161,1,601.9162,6
32,1,0.066,11.066,705,0,1,12,0.2161,1,458.9033,6
18,1,1.108,14.815,399,1,1,0,-1.082,1,355.8498,6
255,1,-0.516,15,5040,0,1,16,0.2161,0,605.1098,6
89,1,0.437,11.901,1775,0,1,15,0.4977,1,516.9341,6
95,1,-1.203,10.1896,1899,1,1,16,0.2161,1,548.8705,6
13,1,-1.203,19.894,269,1,1,12,1.2493,1,282.1623,6
187,1,-1.203,9.833,3738,0,1,16,0.4977,1,512.8836,6
188,1,-0.175,12.306,3772,1,1,15,-0.3009,1,356.9403,6
183,1,-1.203,14.272,3652,1,1,15,-0.3009,1,436.3141,6
40,1,0.0265,17.3561,854,1,0,12,0.2161,0,317.3703,6
100,1,3.193,15.506,1982,0,1,16,2.048,1,699.9844,6
250,1,0.437,21.73,4956,1,1,16,1.2493,1,637.6694,6
255,1,-0.516,15,5049,1,0,16,1.2493,0,547.9358,6
1,1,-1.203,17.633,25,0,1,12,0.2161,0,480.7135,6
184,1,-0.516,18.362,3663,0,1,12,0.4977,1,451.3476,6
204,1,-1.203,17.159,4078,1,1,15,1.2493,1,481.7261,6
140,1,-0.516,16.711,2756,0,1,16,-0.046,1,364.7297,6
247,1,1.303,17.278,4914,0,1,12,0.2161,1,539.5233,6
252,1,-1.572,21.9675,4983,1,1,12,-0.046,1,413.4133,6
25,1,-1.203,14.419,535,0,1,12,-1.082,1,551.5968,6
247,1,1.303,17.278,4921,1,1,12,0.4977,1,540.3801,6
6,0,-0.516,9.854,125,1,1,12,1.2493,0,557.8283,6
231,0,-0.175,11.897,4614,0,1,16,-0.3009,0,527.4498,6
87,1,0.4479,15.0151,1716,0,1,16,1.2493,1,338.4795,6
232,1,1.521,13.714,4632,0,1,12,0.4977,1,398.224,6
170,1,0.263,14.2,3439,1,1,16,-0.046,1,398.6914,6
151,1,-0.4848,21.699,2998,1,1,12,-0.8142,1,504.549,6
102,0,1.108,15.488,2033,0,1,12,0.8223,1,498.2396,6
205,1,0.764,21.356,4107,0,1,12,-1.082,1,536.8749,6
61,1,-1.0631,14.422,1244,0,1,16,0.2161,1,499.0185,6
99,1,-1.203,12.806,1965,0,1,12,-0.3009,1,460.1496,6
101,1,-0.516,17.9,2012,0,1,12,-0.046,1,424.3963,6
183,1,-1.203,14.272,3636,1,1,12,1.2493,1,483.5177,6
81,1,0.066,20.9127,1601,1,0,12,-3.358,1,469.1073,6
20,1,-1.203,18.687,429,1,1,12,-0.046,1,552.7652,6
266,1,0.6555,19.9576,5276,1,1,12,2.048,1,539.5233,6
108,1,0.066,14.59,2154,1,1,12,0.2161,1,399.3924,6
146,1,-1.203,20.592,2873,1,1,16,1.2493,1,509.9237,6
171,1,0.263,11.723,3463,0,1,15,0.8223,1,512.2605,6
122,1,0.437,12.865,2400,0,1,16,1.2493,1,459.7601,6
30,1,-0.516,13.419,663,0,1,12,-0.5554,1,516.6225,6
110,1,0.263,12.526,2206,1,1,12,0.2161,1,309.7367,6
42,1,0.764,15.467,899,1,1,16,2.048,1,479.623,6
65,1,0.602,12.502,1314,1,1,12,0.4977,1,389.5778,6
257,1,-1.203,22.9663,5085,0,1,16,-0.046,1,553.3884,6
228,1,-1.6722,22.2388,4552,0,1,12,-1.082,1,408.7397,6
69,1,-1.203,15.184,1397,1,1,12,2.048,1,514.5194,6
29,1,1.303,20.372,649,0,1,12,1.2493,1,527.4498,6
161,1,-0.4437,8.0449,3218,1,1,12,-0.8142,1,381.399,6
269,1,0.602,15.195,5330,1,1,12,-0.3009,1,442.6235,6
134,1,-1.203,17.5,2637,1,1,16,0.4977,1,485.8545,6
147,1,-1.203,12.24,2898,0,1,9,-1.082,1,512.9615,6
122,1,0.437,12.865,2415,0,1,12,0.2161,0,470.9768,6
157,1,0.931,7.164,3144,1,1,12,0.2161,1,458.5138,6
253,0,0.437,13.529,5000,0,1,16,-0.5554,1,507.4311,6
80,1,0.066,18.675,1575,1,0,12,0.8223,0,350.2415,6
205,1,0.764,21.356,4096,1,1,16,2.048,1,382.8011,6
9,1,-0.516,12.955,201,1,1,12,-0.3009,1,476.8967,6
97,1,0.602,15.463,1934,0,0,16,-0.046,0,508.7553,6
165,0,0.066,23.589,3335,1,1,16,2.048,0,617.1055,6
90,0,-1.203,12.583,1800,0,1,16,1.2493,1,528.4624,6
157,1,0.931,7.164,3153,0,0,16,1.2493,1,735.8934,6
209,1,0.602,21.45,4188,0,1,16,2.048,0,515.2204,6
